ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
5602,3223021,Active,334435,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Manhattan Avenue,E,Calyer Street,Greenpoint Avenue,40.72852795,-73.95343063,997157.2678,204702.3698,POINT (-73.953430628176 40.728527949786)
2321,5053347,Active,517402,2 HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,Richmond Avenue,W,Amboy Road,Oakdale Street,40.54180652,-74.16291857,938968.6378,136713.3713,POINT (-74.162918573749 40.541806523552)
7687,2063008,Active,219782,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Castle Hill Avenue,W,Ellis Avenue,Gleason Avenue,40.83212388,-73.85119742,1025428.313,242477.4232,POINT (-73.851197416297 40.832123879836)
13013,4333115,Active,439539,2 HR Pas Mon-Sat 0900-1600,,On Street,Queens,Northern Boulevard,S,251 Street,Browvale Lane,40.76904928,-73.73668225,1057187.232,219571.7883,POINT (-73.736682250908 40.769049281961)
12465,2083076,Active,206293,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,East 241 Street,N,White Plains Road,Richardson Avenue,40.90371123,-73.85078933,1025496.815,268559.6526,POINT (-73.850789330526 40.90371122763)
14725,1443816,Active,106973,3HR Com Mon-Fri 0600-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 36 Street,S,Broadway,6 Avenue,40.75120501,-73.98727537,987775.5864,212961.1663,POINT (-73.987275368284 40.751205008951)
12624,3083023,Active,316415,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Coney Island Avenue,E,Boardwalk,Brighton Beach Avenue,40.57585403,-73.95936352,995538.6992,149078.2134,POINT (-73.959363517691 40.575854029916)
10871,1433173,Active,102824,6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,East 47 Street,N,Lexington Avenue,Park Avenue,40.75500187,-73.97453171,991306.043,214345.2564,POINT (-73.974531707489 40.75500187271)
549,1058362,Active,110951,2HR PAS Mon-Fri 1300-2200 / 2HR PAS Sat 0830-2200,,On Street,Manhattan,West 181 Street,S,Wadsworth Avenue,St. Nicholas Avenue,40.84956206,-73.93449679,1002372.037,248802.6048,POINT (-73.934496786227 40.849562058438)
14483,1433309,Planned,104475,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,East 45 Street,S,Vanderbilt Avenue,Madison Avenue,40.75439831,-73.97724064,990555.5851,214125.1519,POINT (-73.977240638662 40.754398308727)
5717,3413039,Inactive,308179,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,McDonald Avenue,W,Avenue M,Avenue N,40.61595618,-73.97445951,991340.8149,163686.8636,POINT (-73.974459513186 40.615956179587)
5383,3383052,Active,334961,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,East 93 Street,W,Avenue L,Avenue M,40.636518,-73.89812577,1012524.661,171193.4903,POINT (-73.898125773668 40.63651800258)
11131,1433773,Active,103956,3HR Com Mon-Fri 0700-1800,,On Street,Manhattan,Avenue of the Americas,W,West 42 Street,West 43 Street,40.75532971,-73.98388306,988715.2082,214464.0829,POINT (-73.983883064609 40.755329709265)
1049,4061147,Active,452200,2 HR Pas Mon-Sat 0800-2200,,On Street,Queens,Union Street,E,37 Avenue,Northern Boulevard,40.76324731,-73.8278087,1031950.019,217395.1971,POINT (-73.827808702828 40.763247314752)
13456,4213038,Active,446025,2 HR Pas Mon-Sat 0900-1600,,On Street,Queens,Northern Boulevard,S,211 Street,Bell Boulevard,40.75979006,-73.7710279,1047682.561,216171.6284,POINT (-73.771027899116 40.759790063175)
10723,1453347,Active,101841,2HR Pas Mon-Sat 1000-1900,,On Street,Manhattan,8 Avenue,E,West 21 Street,West 22 Street,40.74428924,-73.99908602,984503.2606,210441.2767,POINT (-73.999086020484 40.744289244689)
9524,1443156,Active,103364,3HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,East 36 Street,N,5 Avenue,Madison Avenue,40.74922778,-73.98231708,989149.5145,212241.0355,POINT (-73.982317078864 40.749227777235)
6627,2293035,Active,210945,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,East Gunhill Road,N,Adee Avenue,Fenton Avenue,40.86941099,-73.84401131,1027392.739,256065.9755,POINT (-73.84401131 40.869410992875)
5721,3413080,Active,322850,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Avenue M,S,East 3 Street,East 4 Street,40.61668092,-73.97155718,992146.5039,163951.1538,POINT (-73.971557183882 40.616680919862)
12586,3073053,Active,309485,2 HR Pas Mon-Sat 0730-1900,,On Street,Brooklyn,New Utrecht Avenue,W,84 Street,18 Avenue,40.60828479,-74.00186586,983731.9203,160890.948,POINT (-74.001865862656 40.608284789107)
12545,3073012,Active,309970,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Bay 31 Street,W,86 Street,Benson Avenue,40.60130194,-73.9932869,986114.1701,158346.9826,POINT (-73.99328689816 40.601301941987)
1062,4061129,Active,443364,2 HR Pas Mon-Sat 0800-2200,,On Street,Queens,Main Street,W,41 Avenue,41 Road,40.75765898,-73.82931705,1031536.149,215358.3685,POINT (-73.829317047217 40.757658976567)
401,1369642,Active,109322,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,St Nicholas Avenue,E,West 163 Street,West 162 Street,40.83641161,-73.93991458,1000876.443,244010.328,POINT (-73.939914582761 40.836411606572)
3745,4043014,Active,463453,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Queens Boulevard,S,77 Avenue,78 Avenue,40.71555987,-73.83324323,1030477.636,200018.2703,POINT (-73.83324322985 40.715559872747)
2766,4443116,Retired,444912,2HR Pas Mon-Sat 0900-1900,,On Street,Queens,Cross Bay Boulevard,W,156 Avenue,157 Avenue,40.66282458,-73.8409775,1028368.453,180801.3035,POINT (-73.84097750177 40.662824575348)
11270,1433916,Active,104322,3HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,East 60 Street,S,Park Avenue,Madison Avenue,40.76371555,-73.96990024,992588.1086,217520.3399,POINT (-73.969900243708 40.7637155475)
11603,4813006,Active,469232,3HR Pas Mon-Sat 0700-2200,Flushing #2,Off Street,Queens,Prince Street,E,38 Avenue,39 Avenue,40.76009168,-73.83234793,1030694.775,216243.0584,POINT (-73.832347930211 40.760091679096)
9450,1443077,Active,104318,3HR Com Mon-Fri 0600-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,West 37 Street,S,5 Avenue,Avenue of the Americas,40.7513094,-73.98559769,988240.41,212999.2709,POINT (-73.985597693337 40.751309398848)
1435,3071357,Active,306795,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,86 Street,S,Bay 35 Street,24 Avenue,40.59943838,-73.98987591,987061.4494,157668.1303,POINT (-73.98987591365 40.599438380123)
14626,4173123,Active,467938,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,97 Street,W,Horace Harding Expressway,62 Drive,40.73385621,-73.86247866,1022362.651,206670.1071,POINT (-73.862478657824 40.733856208302)
374,4072242,Active,414656,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,37 Street,E,31 Avenue,30 Avenue,40.76230674,-73.91843181,1006846.153,217016.1543,POINT (-73.918431812865 40.762306743682)
11492,1433194,Active,104573,3HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,East 48 Street,N,Lexington Avenue,3 Avenue,40.75511932,-73.97285582,991770.3367,214388.1854,POINT (-73.972855824043 40.75511931932)
5000,3029625,Active,336832,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,5 Avenue,W,Sackett Street,DeGraw Street,40.67732139,-73.97992445,989818.4597,186043.4984,POINT (-73.979924446467 40.677321394393)
5386,3383054,Active,322464,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Rockaway Parkway,W,Foster Avenue,Farragut Road,40.64689881,-73.90439408,1010780.8,174973.5379,POINT (-73.904394075678 40.646898810867)
14776,1193086,Active,104781,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,East 64 Street,S,Park Avenue,Lexington Avenue,40.76540609,-73.96612638,993633.2893,218136.6425,POINT (-73.96612638386 40.765406091313)
13716,4023115,Active,402930,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Austin Street,S,Mowbray Drive,Lefferts Boulevard,40.70952983,-73.82996098,1031391.79,197823.0962,POINT (-73.829960982695 40.709529830217)
2448,4413117,Active,465231,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,Corona Avenue,S,94 Street,Junction Boulevard,40.74209669,-73.86814456,1020787.887,209669.9567,POINT (-73.868144556608 40.742096688903)
9931,1443482,Inactive,103446,3HR Com Mon-Fri 0800-1900,,On Street,Manhattan,East 28 Street,N,Madison Avenue,Park Avenue South,40.74376218,-73.98498079,988411.8043,210249.6045,POINT (-73.984980793355 40.743762176783)
12389,3053002,Active,304978,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Quentin Road,S,East 13 Street,East 12 Street,40.60793011,-73.96051814,995212.6802,160764.193,POINT (-73.960518143911 40.607930106594)
4609,3423009,Active,304387,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,5 Avenue,E,63 Street,62 Street,40.63810854,-74.01749494,979394.4854,171757.0082,POINT (-74.017494938954 40.638108536596)
4537,3333052,Active,324325,2 HR Pas Mon-Sat 0730-1900,,On Street,Brooklyn,Avenue R,S,Hendrickson Street,Flatbush Avenue,40.61610662,-73.93007495,1003663.271,163748.3891,POINT (-73.930074954627 40.616106623908)
139,1389710,Active,112535,6HR Pas Mon-Fri 0800-2200,,On Street,Manhattan,West 120 Street,N,Amsterdam Avenue,Broadway,40.80995161,-73.96043702,995201.9633,234366.7606,POINT (-73.960437018815 40.809951610127)
3872,4353048,Active,462582,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,69 Street,W,Jay Avenue,Clinton Avenue,40.72696689,-73.89552537,1013207.087,204147.4651,POINT (-73.895525371645 40.726966891873)
7675,5063021,Active,510634,2 HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,Coale Avenue,S,Jewett Avenue,Westcott Boulevard,40.61323682,-74.13052726,948010.205,162722.0952,POINT (-74.13052725912 40.613236817102)
12216,2083027,Active,205527,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,White Plains Road,W,East 222 Street,East 221 Street,40.88534004,-73.86196982,1022416.704,261861.2175,POINT (-73.861969820171 40.885340038525)
6421,3583015,Active,335500,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Fulton Street,N,Hemlock Street,Crescent Street,40.68389007,-73.87152139,1019883.252,188462.1484,POINT (-73.871521388308 40.683890065758)
4869,3149793,Active,301538,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,5 Avenue,E,11 Street,10 Street,40.66824242,-73.98697308,987863.8366,182735.398,POINT (-73.98697307714 40.668242415157)
12149,2013157,Retired,211013,1HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Elm Place,E,East Fordham Road,East 188 Street,40.86088454,-73.89436824,1013468.972,252938.6608,POINT (-73.89436823594 40.860884540963)
4729,3123085,Active,333664,2HR Pas Mon-Sat 1600-1900,,On Street,Brooklyn,8 Avenue,E,61 Street,60 Street,40.63524412,-74.00971487,981553.6356,170713.0868,POINT (-74.00971487249 40.635244115042)
7033,2233051,Active,207122,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Burke Avenue,S,Barnes Avenue,Mathews Avenue,40.87128272,-73.86283225,1022186.255,256739.2064,POINT (-73.862832245673 40.871282715453)
1754,3013592,Active,303709,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,Nevins Street,W,Livingston Street,Schermerhorn Street,40.68763282,-73.98166569,989334.6965,189800.1421,POINT (-73.981665686994 40.687632817164)
10679,1453303,Inactive,105642,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,Avenue of the Americas,E,West 15 Street,West 16 Street,40.7383826,-73.99596044,985369.4469,208289.3213,POINT (-73.995960442786 40.738382595769)
12589,3073056,Active,312268,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,86 Street,N,New Utrecht Avenue,18 Avenue,40.60714034,-74.00227787,983617.5108,160473.999,POINT (-74.002277869302 40.607140342119)
8028,1483049,Active,116144,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,Beaver Street,N,New Street,Broadway,40.70505302,-74.01281455,980697.0415,196146.5644,POINT (-74.012814545495 40.705053018821)
5635,3103057,Active,305207,2 HR Pas 0900-1900 Mon-Thur / 4HR Pas 0900-1900 Fri,,On Street,Brooklyn,18 Avenue,W,56 Street,57 Street,40.6241795,-73.9852187,988353.2336,166682.1467,POINT (-73.985218695472 40.624179495104)
5160,3383072,Active,328477,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Conklin Avenue,N,East 96 Street,Rockaway Parkway,40.6441715,-73.90166654,1011538.81,173980.743,POINT (-73.901666542617 40.644171501445)
12846,4093024,Active,457725,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Myrtle Avenue,N,Onderdonk Avenue,Seneca Avenue,40.70050633,-73.903299,1011063.125,194504.6094,POINT (-73.9032989955 40.700506328626)
2432,4413020,Active,465019,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Queens Boulevard,S,54 Avenue,55 Avenue,40.73565701,-73.87650066,1018475.673,207320.4056,POINT (-73.876500659589 40.735657010994)
10331,1443970,Retired,104583,3HR Com Mon-Fri 0700-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0800-2200,,On Street,Manhattan,East 41 Street,N,Lexington Avenue,3 Avenue,40.75058204,-73.97595085,990913.3095,212734.8564,POINT (-73.975950847148 40.750582037694)
8667,1083008,Active,109138,2HR Pas Mon-Sat 0900-2200,,On Street,Manhattan,West 72 Street,N,Columbus Avenue,Amsterdam Avenue,40.77838495,-73.98087727,989546.1324,222864.0389,POINT (-73.980877268563 40.77838495278)
3132,4193064,Active,467123,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Corona Avenue,N,108 Street,51 Avenue,40.74353317,-73.85548658,1024294.617,210198.8467,POINT (-73.855486577711 40.743533174667)
6496,2173042,Inactive,213848,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,Unionport Road,W,East Tremont Avenue,Guerlain Street,40.84058261,-73.86310122,1022129.346,245553.8774,POINT (-73.863101216866 40.84058261092)
9180,1323053,Active,106662,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,Hudson Street,E,Charles Street,Perry Street,40.7349426,-74.00600877,982584.7573,207036.0532,POINT (-74.00600876744 40.734942598483)
9633,1443276,Active,104877,3HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,8 Avenue,E,West 35 Street,West 36 Street,40.75320169,-73.99258689,986303.8742,213688.4523,POINT (-73.992586885606 40.753201689038)
1562,3441558,Active,314395,2 HR Pas Mon-Sat 0900-2200,,On Street,Brooklyn,65 Street,S,9 Avenue,Fort Hamilton Parkway,40.63090797,-74.00985451,981514.7007,169133.3176,POINT (-74.009854512982 40.630907971685)
7856,3063025,Active,303416,2 HR Pas Mon-Sat 0800-2200,,On Street,Brooklyn,Shore Parkway,N,East 6 Street,Ocean Parkway,40.58463408,-73.96599032,993696.5506,152276.2194,POINT (-73.965990319583 40.584634078632)
13528,4513040,Active,433418,4HR Pas Mon-Sat 0900-1900,,On Street,Queens,Main Street,E,56 Avenue,Elder Avenue,40.74962916,-73.82569298,1032545.982,212434.8308,POINT (-73.825692983976 40.749629164732)
2685,4443060,Active,456063,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,92 Street,W,Rockaway Boulevard,Liberty Avenue,40.68032818,-73.84701824,1026681.405,187175.3704,POINT (-73.847018235868 40.680328180187)
302,4122391,Active,468446,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,82 Street,W,37 Avenue,Roosevelt Avenue,40.74903332,-73.88424631,1016322.664,212190.8864,POINT (-73.884246307415 40.749033324015)
13820,2133001,Active,216191,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,Crescent Avenue,N,Hughes Avenue,Arthur Avenue,40.85361298,-73.88846527,1015105.174,250291.3764,POINT (-73.888465269587 40.853612976565)
9563,1443200,Active,103991,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 33 Street,S,2 Avenue,3 Avenue,40.74421142,-73.97670658,990704.5347,210413.7794,POINT (-73.976706582909 40.744211419562)
10581,1453195,Active,101561,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,East 15 Street,S,Irving Place,Union Square East,40.73514357,-73.98956775,987141.1389,207109.3867,POINT (-73.989567746977 40.735143565135)
12542,3073009,Active,309266,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Bay Parkway,W,86 Street,Benson Avenue,40.60171212,-73.99418702,985864.2041,158496.4029,POINT (-73.994187020334 40.601712119441)
10648,1453265,Active,106414,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,Park Avenue South,E,East 21 Street,East 22 Street,40.73929282,-73.98687089,987888.3037,208621.1921,POINT (-73.986870894027 40.739292821095)
659,1348096,Active,109735,2HR Pas Mon-Fri 1000-2200 /2HR Pas Sat 0900-2200,,On Street,Manhattan,5 Avenue,W,East 102 Street,East 97 Street,40.78980124,-73.95447305,996856.7454,227026.0804,POINT (-73.954473050402 40.789801243506)
12761,4343124,Retired,416382,1HR Pas Mon-Fri 1000-1900 /1HR Pas Sat 0900-1900,,On Street,Queens,Northern Boulevard,N,45 Street,44 Street,40.75394944,-73.91771057,1007048.814,213971.5052,POINT (-73.91771056813 40.753949443385)
7571,4353014,Active,419994,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,66 Street,N,Hamilton Place,Perry Place,40.72468277,-73.89851658,1012378.983,203314.3159,POINT (-73.898516577896 40.724682773314)
15265,4443179,Active,453128,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Rockaway Boulevard,S,98 Street,99 Street,40.6799755,-73.84021113,1028569.674,187050.2483,POINT (-73.840211126694 40.679975496029)
4779,3123110,Active,331561,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,8 Avenue,W,51 Street,52 Street,40.64022689,-74.00473774,982935.1384,172528.3322,POINT (-74.00473773735 40.640226889115)
1986,4413152,Active,467056,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,57 Avenue,N,96 Street,Junction Boulevard,40.73683275,-73.86539162,1021553.688,207753.3004,POINT (-73.865391619119 40.736832752318)
8250,1403005,Active,102975,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,West 51 Street,S,8 Avenue,9 Avenue,40.7637413,-73.98774976,987643.5096,217528.5276,POINT (-73.98774975785 40.763741301175)
10263,1443787,Active,103291,3HR Com Mon-Fri 0800-1900,,On Street,Manhattan,East 25 Street,S,Lexington Avenue,Park Avenue,40.74101923,-73.98448609,988549.0626,209250.284,POINT (-73.984486091603 40.741019225552)
14506,1263081,Active,112527,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,2 Avenue,E,East 96 Street,East 95 Street,40.78383163,-73.9472666,998853.5741,224852.2652,POINT (-73.947266597262 40.783831628985)
5367,3383122,Retired,321572,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Ralph Avenue,E,Glenwood Road,East 76 Street,40.63546949,-73.91884119,1006775.561,170805.4836,POINT (-73.91884118944 40.635469493241)
12670,3083021,Active,309754,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Brighton 7 Street,E,Brightwater Court,Brighton Beach Avenue,40.57758472,-73.96046957,995231.1578,149708.6045,POINT (-73.960469565221 40.577584715719)
138,1389709,Active,112535,6HR Pas Mon-Fri 0800-2200,,On Street,Manhattan,West 120 Street,N,Amsterdam Avenue,Broadway,40.81038093,-73.96145028,994921.4002,234523.0507,POINT (-73.961450279106 40.810380926219)
13623,1039007,Retired,112165,"Rate NOT Available - Please request a NEW PERSO, and Once it is Ready, Please Create a New Report",,On Street,Manhattan,Columbus Avenue,E,West 76 Street,West 75 Street,40.77970616,-73.97699579,990620.9994,223345.6567,POINT (-73.976995792805 40.779706157004)
5552,3493043,Active,334431,2 HR Pas 0830-1900 Mon-Thur/ 4Hr Pas 0830-1900 Fri,,On Street,Brooklyn,New Utrecht Avenue,E,48 Street,47 Street,40.63782693,-73.99452005,985770.9008,171653.973,POINT (-73.994520054656 40.637826927183)
14843,4843002,Active,469384,6 HR Pas Mon-Sat 0600-2200,QueensBoro Hall,Off Street,Queens,126 Street,E,Union Turnpike,82 Avenue,40.71424661,-73.82637854,1032381.582,199543.5078,POINT (-73.826378542582 40.714246612471)
2656,4081965,Active,403118,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,164 Street,E,89 Avenue,Jamaica Avenue,40.70615165,-73.79625046,1040740.577,196612.2686,POINT (-73.796250460582 40.706151654534)
10002,1443557,Active,101614,3HR Com Mon-Fri 0800-1900,,On Street,Manhattan,West 25 Street,N,Avenue of the Americas,7 Avenue,40.74469074,-73.99294279,986205.5174,210587.6327,POINT (-73.9929427895 40.74469074273)
551,1058357,Active,108780,2 HR Pas Mon-Sat 0930-1900,,On Street,Manhattan,West 180 Street,S,Wadsworth Avenue,St. Nicholas Avenue,40.84874191,-73.93463361,1002334.406,248503.7665,POINT (-73.934633609973 40.848741912949)
1180,4152068,Active,412843,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,Court Square,W,Jackson Avenue,Dead End,40.74617978,-73.94390153,999794.255,211135.0348,POINT (-73.943901527732 40.746179778964)
7826,3123121,Active,303931,2 HR Pas Mon-Sat 0800-2200,,On Street,Brooklyn,8 Avenue,W,68 Street,Bay Ridge Avenue,40.63072209,-74.01462142,980191.5478,169065.7804,POINT (-74.014621419348 40.630722088776)
13301,4433051,Active,450349,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,164 Street,W,77 Road,78 Avenue,40.72316247,-73.80484522,1038343.834,202804.3835,POINT (-73.804845220023 40.723162465122)
2078,4081897,Active,403154,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,89 Avenue,N,Parsons Boulevard,Burdette Place,40.70568576,-73.80205693,1039131.091,196438.8368,POINT (-73.802056929971 40.705685755522)
10692,1453316,Active,106281,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,7 Avenue,E,West 23 Street,West 22 Street,40.74362842,-73.99586496,985395.8182,210200.5439,POINT (-73.995864955472 40.743628422761)
7282,2203023,Active,201758,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,Westchester Avenue,S,St. Lawrence Avenue,Beach Avenue,40.83167313,-73.86669334,1021140.362,242306.2953,POINT (-73.866693335601 40.831673134921)
6150,3573003,Active,318516,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Avenue X,N,East 21 Street,Ocean Avenue,40.59286254,-73.94971743,998214.7969,155276.2289,POINT (-73.94971743289 40.592862537714)
15064,1243135,Active,104732,2HR Pas Mon-Sat 1000-1900,,On Street,Manhattan,Bowery,E,Rivington Street,Stanton Street,40.72185149,-73.99330212,986106.5858,202266.5693,POINT (-73.993302116896 40.721851490947)
2113,4081914,Retired,423550,1HR Pas Mon-Sat 0900-1600,,On Street,Queens,Sutphin Boulevard,E,89 Avenue,88 Avenue,40.70459413,-73.80906646,1037188.519,196036.8124,POINT (-73.809066463762 40.704594130913)
5177,3383033,Active,325471,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,East 94 Street,E,Avenue M,Avenue L,40.63705306,-73.8973527,1012738.995,171388.6773,POINT (-73.897352700568 40.63705306201)
12259,3249883,Active,309614,2 HR Pas Mon-Fri 1000-1900 / Sat 0800-1900,,On Street,Brooklyn,Flatbush Avenue,E,Bergen Street,Dean Street,40.68147534,-73.97545449,991057.8906,187557.2161,POINT (-73.975454489361 40.681475340084)
8283,1243026,Active,102831,3HR Com Mon-Sat 0700-1800 /2HR Pas Mon-Sat 1800-2200,,On Street,Manhattan,Mott Street,E,Grand Street,Hester Street,40.7183982,-73.99672507,985157.824,201008.3769,POINT (-73.996725072673 40.718398204281)
1225,4072165,Active,426718,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,35 Avenue,S,38 Street,Steinway Street,40.75533852,-73.92268323,1005670.659,214476.3372,POINT (-73.922683232135 40.755338524443)
4561,3333017,Active,327676,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,Flatbush Avenue,E,Avenue M,Flatlands Avenue,40.62114076,-73.93515058,1002252.77,165581.371,POINT (-73.935150575722 40.62114075519)
9021,1243054,Active,101377,3HR Com Mon-Sat 0700-1500 / 5 HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,Canal Street,S,West Broadway,Church Street,40.72062637,-74.00379562,983197.8738,201820.1715,POINT (-74.003795616942 40.72062636917)
13189,3133005,Active,315302,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Bay Parkway,W,67 Street,68 Street,40.61233345,-73.9831358,988932.2675,162366.4273,POINT (-73.98313580267 40.612333454775)
3968,3043089,Active,337394,2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,Flatbush Avenue,E,Beverly Road,Duryea Place,40.64486243,-73.95790139,995932.7922,174219.9594,POINT (-73.957901386342 40.644862434441)
2463,4173111,Retired,402028,2HR Pas Mon-Sat 0900-1900,,On Street,Queens,Queens Boulevard *S S/R,N,63 Avenue,63 Drive,40.73058618,-73.8640593,1021926.441,205478.0527,POINT (-73.864059302242 40.730586184479)
10551,1453154,Active,103756,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,East 18 Street,S,3 Avenue,2 Avenue,40.73567183,-73.98518864,988354.7077,207302.0254,POINT (-73.985188643615 40.735671830953)
14677,4193075,Active,466605,2 HR Pas Mon-Sat 0830-1800,,On Street,Queens,104 Street,E,45 Avenue,46 Avenue,40.74672032,-73.86001108,1023039.025,211357.9868,POINT (-73.860011079121 40.746720316203)
3209,4221251,Active,462971,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Junction Boulevard,W,37 Avenue,Roosevelt Avenue,40.74967394,-73.86981427,1020321.096,212429.8961,POINT (-73.869814272217 40.749673938376)
12942,4493117,Active,465014,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,Woodhaven Boulevard,E,62 Drive,62 Road,40.72556424,-73.86968072,1020371.169,203646.0367,POINT (-73.869680716498 40.725564240883)
14200,1103001,Active,112459,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,Adam C Powell Jr. Boulevard,E,West 127 Street,West 128 Street,40.81062812,-73.94691,998946.4092,234615.2165,POINT (-73.946910004063 40.810628117106)
11597,4453005,Active,404002,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,108 Street,W,64 Avenue,64 Road,40.7325629,-73.84958776,1025936.038,206204.7861,POINT (-73.84958776354 40.73256289885)
12412,3053025,Active,304499,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,Kings Highway,S,East 17 Street,East 18 Street,40.60970201,-73.95597648,996473.4106,161410.3436,POINT (-73.955976481711 40.609702007939)
10329,1443968,Active,104004,3HR Com Mon-Fri 0700-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0800-2200,,On Street,Manhattan,East 41 Street,S,Lexington Avenue,Park Avenue,40.75113823,-73.97751201,990480.7041,212937.3803,POINT (-73.977512014819 40.751138229945)
